Japanese,Kana,Romaji,Meaning,Part of speech,Chapter,Register,Usage note,Example 1 (Japanese),Example 1 (English),Example 2 (Japanese),Example 2 (English),Contrast,Misuse note
原油価格が高騰した,こうとう,koutou,Crude oil prices soared.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,原油価格が高騰した。,Crude oil prices soared.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
妥当な価格だと思う,だとう,datou,I think it's a reasonable price.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,妥当な価格だと思う。,I think it's a reasonable price.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
回転寿司で食事をした,すし,sushi,I had a meal at a conveyor-belt sushi restaurant.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,回転寿司で食事をした。,I had a meal at a conveyor-belt sushi restaurant.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
市場で値切って買った,ねぎる,negiru,I haggled and bought it at the market.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,市場で値切って買った。,I haggled and bought it at the market.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
株価が大幅に上昇した,かぶか,kabuka,The stock price rose significantly.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,株価が大幅に上昇した。,The stock price rose significantly.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
最近、物価が上がった,ぶっか,bukka,Prices have risen recently.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,最近、物価が上がった。,Prices have risen recently.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
株価が軒並み下がった,のきなみ,nokinami,Stock prices fell across the board.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,株価が軒並み下がった。,Stock prices fell across the board.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
価格が大幅に下がった,おおはば,oohaba,The price dropped substantially.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,価格が大幅に下がった。,The price dropped substantially.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
風邪の時は雑炊を食べる,ぞうすい,zousui,I eat rice porridge when I have a cold.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,風邪の時は雑炊を食べる。,I eat rice porridge when I have a cold.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
焼肉の食べ放題に行った,たべほうだい,tabehoudai,We went to an all-you-can-eat yakiniku restaurant.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,焼肉の食べ放題に行った。,We went to an all-you-can-eat yakiniku restaurant.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
創作料理の店を予約した,そうさくりょうり,sousaku ryouri,I made a reservation at a creative cuisine restaurant.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,創作料理の店を予約した。,I made a reservation at a creative cuisine restaurant.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
賑やかな食通りを歩いた,しょくどおり,shokudoori,I walked through the bustling restaurant street.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,賑やかな食通りを歩いた。,I walked through the bustling restaurant street.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
甘口のカレーを注文した,あまくち,amakuchi,"I ordered a mild, sweet curry.",collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,甘口のカレーを注文した。,"I ordered a mild, sweet curry.",,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
チケット代を払い戻した,はらいもどす,haraimodosu,I refunded the ticket price.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,チケット代を払い戻した。,I refunded the ticket price.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
納豆をご飯にかけて食べる,なっとう,nattou,I eat fermented soybeans over rice.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,納豆をご飯にかけて食べる。,I eat fermented soybeans over rice.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
揚げ物は控えめにしている,あげもの,agemono,I try to eat fried food in moderation.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,揚げ物は控えめにしている。,I try to eat fried food in moderation.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
開店前に仕込みを済ませる,しこみ,shikomi,We finish the food prep before opening.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,開店前に仕込みを済ませる。,We finish the food prep before opening.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
締めの一品に雑炊を頼んだ,しめのいっぴん,shime no ippin,I ordered rice porridge as the final dish.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,締めの一品に雑炊を頼んだ。,I ordered rice porridge as the final dish.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
好き嫌いなく何でも食べる,すききらい,sukikirai,He eats anything without likes or dislikes.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,好き嫌いなく何でも食べる。,He eats anything without likes or dislikes.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
あんみつを食後に注文した,あんみつ,anmitsu,I ordered anmitsu after the meal.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,あんみつを食後に注文した。,I ordered anmitsu after the meal.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
食べ応えがある定食だった,たべごたえがある,tabegotae ga aru,"It was a filling, satisfying set meal.",collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,食べ応えがある定食だった。,"It was a filling, satisfying set meal.",,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
コスパがいいランチだった,こすぱがいい,kosupa ga ii,It was a lunch that was great value for money.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,コスパがいいランチだった。,It was a lunch that was great value for money.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
大阪の食い倒れを体験した,くいだおれ,kuidaore,I experienced Osaka's tradition of extravagant eating.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,大阪の食い倒れを体験した。,I experienced Osaka's tradition of extravagant eating.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
往復切符を購入して節約した,おうふくきっぷ,oufuku kippu,I saved money by buying a round-trip ticket.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,往復切符を購入して節約した。,I saved money by buying a round-trip ticket.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
取引先に価格交渉を打診した,だしん,dashin,They sounded out the client about price negotiations.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,取引先に価格交渉を打診した。,They sounded out the client about price negotiations.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
健康的な食事を心掛けている,こころがける,kokorogakeru,I make an effort to eat healthy meals.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,健康的な食事を心掛けている。,I make an effort to eat healthy meals.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
さっぱりした酢の物が食べたい,さっぱり,sappari,I want to eat a refreshing vinegared dish.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,さっぱりした酢の物が食べたい。,I want to eat a refreshing vinegared dish.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
無農薬の米を選んで買っている,むのうやく,munouyaku,I choose to buy pesticide-free rice.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,無農薬の米を選んで買っている。,I choose to buy pesticide-free rice.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
飲み放題付きのコースを頼んだ,のみほうだい,nomihoudai,We ordered a course that includes all-you-can-drink.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,飲み放題付きのコースを頼んだ。,We ordered a course that includes all-you-can-drink.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
この店は量が多いことで有名だ,りょうがおおい,ryou ga ooi,This restaurant is famous for its large portions.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,この店は量が多いことで有名だ。,This restaurant is famous for its large portions.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
健康のために玄米を食べている,げんまい,genmai,I eat brown rice for my health.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,健康のために玄米を食べている。,I eat brown rice for my health.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
苦肉の策として値下げを決めた,くにくのさく,kuniku no saku,They decided on a price cut as a desperate measure.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,苦肉の策として値下げを決めた。,They decided on a price cut as a desperate measure.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
円安が物価上昇に拍車をかけた,はくしゃをかける,hakusha o kakeru,The weak yen spurred on price increases.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,円安が物価上昇に拍車をかけた。,The weak yen spurred on price increases.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
手頃な価格の家電を探している,てごろ,tegoro,I'm looking for reasonably priced appliances.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,手頃な価格の家電を探している。,I'm looking for reasonably priced appliances.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
食べ歩きを楽しみながら街を巡った,たべあるき,tabearuki,I toured the town enjoying food while walking.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,食べ歩きを楽しみながら街を巡った。,I toured the town enjoying food while walking.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
飲んだ後は締めのラーメンを食べる,しめのらーめん,shime no raamen,"After drinking, I eat ramen to finish off the night.",collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,飲んだ後は締めのラーメンを食べる。,"After drinking, I eat ramen to finish off the night.",,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
友達に会う,あう,au,I meet a friend.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,友達に会う。,I meet a friend.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
友人を家に招いた,まねく,maneku,I invited a friend to my house.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,友人を家に招いた。,I invited a friend to my house.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
議長が会議を進めた,ぎちょう,gichou,The chairperson proceeded with the meeting.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,議長が会議を進めた。,The chairperson proceeded with the meeting.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
実際に会って話したい,じっさい,jissai,I want to actually meet and talk.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,実際に会って話したい。,I want to actually meet and talk.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
話がうまくまとまった,まとまる,matomaru,The talks came together well.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,話がうまくまとまった。,The talks came together well.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
別れ際に再会を約束した,さいかいをやくそくする,saikai o yakusoku suru,We promised to meet again as we parted.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,別れ際に再会を約束した。,We promised to meet again as we parted.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
家族と共に暮らしている,ともに,tomoni,I live together with my family.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,家族と共に暮らしている。,I live together with my family.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
英才教育を受けて育った,えいさい,eisai,He was raised receiving education for the gifted.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,英才教育を受けて育った。,He was raised receiving education for the gifted.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
リモート会議で商談を進めた,りもーとかいぎ,rimooto kaigi,I advanced the business talks in a remote meeting.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,リモート会議で商談を進めた。,I advanced the business talks in a remote meeting.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
二人は密かに逢瀬を重ねていた,おうせ,ouse,The two had been secretly meeting again and again.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,二人は密かに逢瀬を重ねていた。,The two had been secretly meeting again and again.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
約束を守る,やくそく,yakusoku,I keep a promise.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,約束を守る。,I keep a promise.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
友達と遊ぶ,ともだち,tomodachi,Play with a friend.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,友達と遊ぶ。,Play with a friend.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
友達が来る,くる,kuru,A friend comes.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,友達が来る。,A friend comes.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
駅の前で会う,まえ,mae,Meet in front of the station.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,駅の前で会う。,Meet in front of the station.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
友情を深めた,ふかめる,fukameru,We deepened our friendship.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,友情を深めた。,We deepened our friendship.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
会議に遅刻した,ちこく,chikoku,I was late for the meeting.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,会議に遅刻した。,I was late for the meeting.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
会議に出席する,しゅっせき,shusseki,I attend the meeting.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,会議に出席する。,I attend the meeting.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
友達に相談する,そうだんする,soudan suru,I consult a friend.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,友達に相談する。,I consult a friend.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
人員を確保する,かくほ,kakuho,Secure personnel.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,人員を確保する。,Secure personnel.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
家族と旅行する,かぞく,kazoku,Travel with family.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,家族と旅行する。,Travel with family.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
納期を確約する,かくやく,kakuyaku,Give a firm delivery date.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,納期を確約する。,Give a firm delivery date.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
来月異動になる,いどう,idou,I'll be transferred next month.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,来月異動になる。,I'll be transferred next month.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
約束を果たした,はたす,hatasu,I fulfilled my promise.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,約束を果たした。,I fulfilled my promise.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
両者が妥協した,だきょう,dakyou,Both sides compromised.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,両者が妥協した。,Both sides compromised.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
家族を扶養する,ふよう,fuyou,I support my family.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,家族を扶養する。,I support my family.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
再会を待ち望む,まちのぞむ,machinozomu,I look forward to meeting again.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,再会を待ち望む。,I look forward to meeting again.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
こちらへどうぞ,こちら,kochira,"This way, please.",collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,こちらへどうぞ。,"This way, please.",,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
会議を後倒しする,あとだおし,ato daoshi,Postpone the meeting.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,会議を後倒しする。,Postpone the meeting.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
人事異動があった,じんじ,jinji,There was a personnel transfer.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,人事異動があった。,There was a personnel transfer.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
お互いに助け合う,おたがい,otagai,We help each other.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,お互いに助け合う。,We help each other.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
あの人は誰ですか,だれ,dare,Who is that person?,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,あの人は誰ですか。,Who is that person?,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
話す相手がいない,あいて,aite,I have no one to talk to.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,話す相手がいない。,I have no one to talk to.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
対等な立場で話す,たいとう,taitou,We talk on equal terms.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,対等な立場で話す。,We talk on equal terms.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
著名な学者を招く,ちょめい,chomei,We invite a renowned scholar.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,著名な学者を招く。,We invite a renowned scholar.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
本人に直接聞いた,ちょくせつ,chokusetsu,I asked the person directly.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,本人に直接聞いた。,I asked the person directly.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
家族は何人ですか,なんにん,nannin,How many people are in your family?,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,家族は何人ですか。,How many people are in your family?,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
経験が豊富な人だ,ほうふ,houfu,He is a person with abundant experience.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,経験が豊富な人だ。,He is a person with abundant experience.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
折衷案で合意した,せっちゅうあん,secchuu an,They agreed on a compromise proposal.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,折衷案で合意した。,They agreed on a compromise proposal.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
相手の立場を考える,たちば,tachiba,I consider the other person's position.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,相手の立場を考える。,I consider the other person's position.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
上司に助けを求めた,もとめる,motomeru,I asked my boss for help.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,上司に助けを求めた。,I asked my boss for help.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
会議の司会を務めた,つとめる,tsutomeru,I served as the chair of the meeting.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,会議の司会を務めた。,I served as the chair of the meeting.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
その候補を支持する,しじする,shiji suru,I support that candidate.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,その候補を支持する。,I support that candidate.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
良い相談相手がいる,そうだんあいて,soudan aite,I have a good person to consult with.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,良い相談相手がいる。,I have a good person to consult with.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
貧しい家庭に育った,まずしい,mazushii,I grew up in a poor family.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,貧しい家庭に育った。,I grew up in a poor family.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
友人の招きで訪れた,まねき,maneki,I visited at a friend's invitation.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,友人の招きで訪れた。,I visited at a friend's invitation.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
素敵なドレスですね,すてき,suteki,What a lovely dress!,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,素敵なドレスですね。,What a lovely dress!,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
駅で友人を見送った,みおくる,miokuru,I saw my friend off at the station.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,駅で友人を見送った。,I saw my friend off at the station.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
空港まで迎えに行く,むかえ,mukae,I go to pick them up at the airport.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,空港まで迎えに行く。,I go to pick them up at the airport.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
良い仲間に恵まれた,めぐまれる,megumareru,I was blessed with good friends.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,良い仲間に恵まれた。,I was blessed with good friends.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
両国は友好を深めた,ゆうこう,yuukou,The two countries deepened their friendship.,collocation,Relationships,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,両国は友好を深めた。,The two countries deepened their friendship.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
柔軟な発想が必要だ,はっそう,hassou,Flexible thinking is needed.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,柔軟な発想が必要だ。,Flexible thinking is needed.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
赤から情熱を連想する,れんそう,rensou,Red makes me think of passion.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,赤から情熱を連想する。,Red makes me think of passion.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
礼儀作法を心得ている人だ,こころえる,kokoroeru,He is a person who understands proper etiquette.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,礼儀作法を心得ている人だ。,He is a person who understands proper etiquette.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
金利を据え置くことが決まった,すえおく,sueoku,It was decided to leave the interest rate unchanged.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,金利を据え置くことが決まった。,It was decided to leave the interest rate unchanged.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
気分が悪い,わるい,warui,I feel bad.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,気分が悪い。,I feel bad.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
予定を決める,きめる,kimeru,I decide the schedule.,collocation,Feelings and Thoughts,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,予定を決める。,I decide the schedule.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
