Japanese,Kana,Romaji,Meaning,Part of speech,Chapter,Register,Usage note,Example 1 (Japanese),Example 1 (English),Example 2 (Japanese),Example 2 (English),Contrast,Misuse note
飲食店で食事をする,いんしょくてんでしょくじをする,inshokuten de shokuji o suru,to eat at a food-service establishment,collocation,Food and Shopping,neutral,"飲食店 is an administrative or category term covering restaurants, cafés, bars, and similar businesses; で marks the place of eating.",駅前の飲食店で食事をした。,I ate at a restaurant near the station.,この通りには遅くまで飲食店で食事をする人が多い。,Many people eat at restaurants on this street late into the evening.,店で食べる: eat at a restaurant / 外食する: eat out,Use で for an action at a place. Choose a more specific venue word when the type of establishment matters.
銘柄米を取り寄せる,めいがらまいをとりよせる,meigaramai o toriyoseru,to order a branded variety of rice from elsewhere,collocation,Food and Shopping,neutral,"取り寄せる means having an item sent from another shop, branch, or region; the ordered item takes を.",産地から二種類の銘柄米を取り寄せた。,I ordered two branded rice varieties directly from their producing regions.,食べ比べるために各地の銘柄米を取り寄せる。,I order branded rice from several regions to compare them.,米を注文する: order rice / 産地から取り寄せる: order directly from the source,Use を for the item and から for its source. 買う alone does not convey delivery from elsewhere.
値段が高い,ねだんがたかい,nedan ga takai,for the price to be high; to be expensive,collocation,Food and Shopping,neutral,Japanese often states that the price is high with 値段が高い; the item can be the topic with は.,この店は駅に近いぶん、値段が高い。,This shop is more expensive because it is near the station.,品質はいいが、少し値段が高い。,"The quality is good, but it is a little expensive.","値段が安い: the price is low / 価格が高い: the price is high, more formal","Use が with the property-bearing noun. To say someone raises a price, use 値段を上げる."
値段が高すぎる,ねだんがたかすぎる,nedan ga takasugiru,for the price to be too high,collocation,Food and Shopping,neutral,The adjective stem 高 plus すぎる means exceeding an acceptable degree; 値段 takes が.,便利そうだが、今の予算には値段が高すぎる。,"It looks useful, but the price is too high for my current budget.",この量で千円は値段が高すぎると思う。,I think one thousand yen is too expensive for this amount.,値段が高い: the price is high / 予算を超える: exceed the budget,Drop the final い before adding すぎる: 高い becomes 高すぎる.
価格が下がる,かかくがさがる,kakaku ga sagaru,for a price to fall,collocation,Food and Shopping,neutral,下がる is intransitive: the price itself decreases and therefore takes が.,旬になると野菜の価格が下がる。,Vegetable prices fall when they come into season.,在庫が増えて商品の価格が下がった。,The product's price fell after inventory increased.,価格を下げる: lower a price / 値段が下がる: the price goes down,Use が with 下がる and を with transitive 下げる.
物価が上昇する,ぶっかがじょうしょうする,bukka ga joushou suru,for the general cost of living to rise,collocation,Food and Shopping,neutral,"物価 refers to the overall level of consumer prices, and 上昇する is a formal intransitive pairing.",輸送費の影響で物価が上昇している。,The cost of living is rising because of transport costs.,物価が急に上昇すると家計への負担が増える。,A sudden rise in the cost of living puts more pressure on household budgets.,"物価が上がる: prices rise, everyday wording / 価格が上昇する: a price rises",Use が for the changing price level. 政策などが物価を上昇させる uses the causative form.
定食を頼む,ていしょくをたのむ,teishoku o tanomu,to order a set meal,collocation,Food and Shopping,neutral,"In restaurants, 頼む is a common conversational alternative to 注文する; the ordered item takes を.",昼休みに焼き魚定食を頼んだ。,I ordered the grilled-fish set at lunch.,迷った末に一番人気の定食を頼んだ。,"After some hesitation, I ordered the most popular set meal.",定食を注文する: order a set meal / 店員に頼む: ask a staff member,Mark the food with を and the person asked with に. Do not attach に to the menu item.
出前を頼む,でまえをたのむ,demae o tanomu,to order food for delivery,collocation,Food and Shopping,neutral,"出前 is prepared food delivered by a restaurant, and 出前を頼む is the conventional ordering phrase.",雨なので、今夜は寿司の出前を頼む。,"It's raining, so we'll order sushi for delivery tonight.",忙しい日は近所のそば屋から出前を頼むことがある。,"On busy days, I sometimes order delivery from the neighborhood soba shop.",料理を配達してもらう: have food delivered / 持ち帰りを頼む: order takeaway,"Use を for the service ordered. 店から can mark the source, while 店に can mark the establishment contacted."
食事をおごる,しょくじをおごる,shokuji o ogoru,to treat someone to a meal,collocation,Food and Shopping,neutral,おごる means paying for another person's food or drink; the treat takes を and the beneficiary can take に.,昇進のお祝いに先輩が食事をおごってくれた。,A senior colleague treated me to a meal to celebrate my promotion.,今日は私がみんなに食事をおごるよ。,I'll treat everyone to a meal today.,人に食事をおごる: buy someone a meal / 食事に招く: invite someone to a meal,Use を for what is paid for and に for the person treated. The kanji 奢る is often written in kana in everyday text.
高価な商品,こうかなしょうひん,kouka na shouhin,"an expensive, high-value product",collocation,Food and Shopping,neutral,高価な is a relatively formal way to describe something carrying a high monetary value.,高価な商品なので、保証内容も確認した。,"Because it is an expensive product, I also checked the warranty.",店員が高価な商品を鍵付きの棚から出した。,The clerk took the expensive item from a locked cabinet.,値段の高い商品: a high-priced product / 高級品: a luxury item,"高価 is a na-adjective before a noun, so use な. 高級 describes class or grade rather than price alone."
価格を交渉する,かかくをこうしょうする,kakaku o koushou suru,to negotiate a price,collocation,Food and Shopping,neutral,交渉する can directly take the issue under negotiation with を; the other party takes と.,複数の商品を買う前に価格を交渉した。,I negotiated the price before buying several items.,販売店と配送料を含む価格を交渉する。,We negotiate with the dealer over a price that includes delivery.,価格交渉をする: conduct price negotiations / 値段を値切る: haggle the price down,Use を for the issue and と for the counterpart. 値切る is more specifically about asking for a reduction.
価格が高騰する,かかくがこうとうする,kakaku ga koutou suru,for a price to soar,collocation,Food and Shopping,neutral,"高騰する describes a steep, conspicuous price rise and is common in news and formal reporting.",不作の影響で野菜の価格が高騰した。,Vegetable prices soared after a poor harvest.,需要が集中すると宿泊料金の価格が高騰することがある。,Accommodation prices can soar when demand is concentrated.,価格が上昇する: the price rises / 価格が急騰する: the price surges suddenly,The rising price takes が. Use 価格をつり上げる when an actor deliberately drives it higher.
妥当な価格,だとうなかかく,datou na kakaku,"a reasonable, justifiable price",collocation,Food and Shopping,neutral,"妥当な means supportable or appropriate in light of evidence, conditions, or comparison.",品質を考えれば妥当な価格だと思う。,"Considering the quality, I think the price is reasonable.",相場を調べて妥当な価格か判断した。,I checked the market rate to judge whether the price was reasonable.,適正な価格: a fair or proper price / 手ごろな価格: an affordable price,Use な before a noun. 手ごろ evaluates affordability for the buyer; 妥当 evaluates justification.
回転寿司に行く,かいてんずしにいく,kaitenzushi ni iku,to go to a conveyor-belt sushi restaurant,collocation,Food and Shopping,neutral,回転寿司 names the restaurant format as well as the meal experience; the destination takes に.,家族と駅前の回転寿司に行った。,I went to a conveyor-belt sushi restaurant near the station with my family.,給料日の夜は回転寿司に行くことが多い。,We often go for conveyor-belt sushi on payday night.,寿司屋に行く: go to a sushi restaurant / 回転寿司で食べる: eat at a conveyor-belt sushi place,Use に or へ for the destination and で for the place where eating occurs.
値段を値切る,ねだんをねぎる,nedan o negiru,to haggle over a price,collocation,Food and Shopping,neutral,値切る means asking a seller to reduce a stated price; the price takes を and the seller can take に.,蚤の市で店主に値段を値切ってみた。,I tried haggling with the seller over the price at the flea market.,まとめて買う代わりに値段を値切った。,I haggled the price down in exchange for buying several items together.,価格を交渉する: negotiate a price / 値下げを頼む: ask for a discount,Use を for the negotiated price. Avoid the behavior at fixed-price shops unless the context clearly permits negotiation.
価格が大幅に上がる,かかくがおおはばにあがる,kakaku ga oohaba ni agaru,for a price to rise substantially,collocation,Food and Shopping,neutral,大幅に is an adverb meaning by a large margin; the changing price takes が with intransitive 上がる.,原材料が不足して商品の価格が大幅に上がった。,The product's price rose substantially because raw materials were scarce.,繁忙期には航空券の価格が大幅に上がる。,Airfare rises substantially during the busy season.,価格が急に上がる: the price rises suddenly / 価格を大幅に上げる: raise the price substantially,Use に to make 大幅 adverbial. Use を and 上げる when naming an actor who raises the price.
物価が上がる,ぶっかがあがる,bukka ga agaru,for the cost of living to rise,collocation,Food and Shopping,neutral,物価が上がる is the everyday counterpart of the more formal 物価が上昇する.,最近は食料品を中心に物価が上がっている。,"Recently, the cost of living has been rising, especially for food.",物価が上がると同じ予算で買える物が減る。,"When the cost of living rises, the same budget buys fewer things.",値段が上がる: an item's price rises / 物価が下がる: the cost of living falls,"Use が with intransitive 上がる. For a single product, prefer 値段 or 価格."
商品が軒並み値上がりする,しょうひんがのきなみねあがりする,shouhin ga nokinami neagari suru,for products across the board to rise in price,collocation,Food and Shopping,neutral,軒並み means nearly every member of a relevant group; 値上がりする describes prices rising.,輸送費が増え、輸入商品が軒並み値上がりした。,"Transport costs rose, and imported products went up in price across the board.",春から日用品が軒並み値上がりする予定だ。,Everyday goods are due to rise in price across the board this spring.,各社が軒並み値上げする: companies raise prices across the board / 多くの商品が値上がりする: many products rise in price,Items whose prices rise take が. 値上げする is transitive and normally names the seller or company as actor.
価格が大幅に下がる,かかくがおおはばにさがる,kakaku ga oohaba ni sagaru,for a price to fall substantially,collocation,Food and Shopping,neutral,"The changing price takes が, and 大幅に states that the size of the fall is large.",新モデルの発売後、旧モデルの価格が大幅に下がった。,"After the new model launched, the old model's price fell substantially.",収穫量が増えれば市場価格が大幅に下がる可能性がある。,"If the harvest increases, market prices may fall substantially.",価格を大幅に下げる: lower the price substantially / 価格が急落する: the price plunges,Use が with 下がる. Change to を and 下げる when a seller actively cuts the price.
雑炊を食べる,ぞうすいをたべる,zousui o taberu,to eat rice porridge cooked in seasoned broth,collocation,Food and Shopping,neutral,"雑炊 is rice simmered in broth, often with egg, vegetables, or leftovers; the food consumed takes を.",風邪で食欲がないので、温かい雑炊を食べた。,"I had no appetite because of a cold, so I ate warm rice porridge.",鍋料理の最後に残った汁で雑炊を食べる。,"At the end of a hot-pot meal, we eat rice porridge made with the remaining broth.",おかゆを食べる: eat plain rice porridge / 締めに雑炊を作る: make porridge to finish a hot-pot meal,Use 雑炊 when the seasoned broth and added ingredients matter; use おかゆ for the plainer dish.
食べ放題に行く,たべほうだいにいく,tabehoudai ni iku,to go out for an all-you-can-eat meal,collocation,Food and Shopping,neutral,食べ放題 means eating without a per-item limit under the restaurant's plan; に marks the outing's destination or purpose.,週末に友達と焼肉の食べ放題に行った。,I went for all-you-can-eat barbecue with friends at the weekend.,誕生日にホテルの食べ放題に行く予定だ。,We're planning to go to a hotel buffet for my birthday.,食べ放題を注文する: order an all-you-can-eat plan / ビュッフェに行く: go to a buffet,"Use に with 行く. 食べ放題 and ビュッフェ overlap, but one names a pricing plan and the other a service format."
店を予約する,みせをよやくする,mise o yoyaku suru,to reserve a restaurant or venue,collocation,Food and Shopping,neutral,店を予約する is common shorthand for reserving a table or time slot at that establishment.,記念日の一週間前に創作料理の店を予約した。,I booked a creative-cuisine restaurant a week before our anniversary.,人気の店なので早めに予約したほうがいい。,"It's a popular restaurant, so you should book early.",席を予約する: reserve a seat or table / 店を貸し切る: reserve an entire venue privately,を treats the establishment as what is booked; 店に予約を入れる instead marks it as the recipient of the booking.
飲食店が立ち並ぶ,いんしょくてんがたちならぶ,inshokuten ga tachinarabu,for restaurants and bars to line a street,collocation,Food and Shopping,neutral,立ち並ぶ describes multiple buildings or shops standing in a row or concentrated along an area.,駅の北口には小さな飲食店が立ち並んでいる。,Small restaurants and bars line the street outside the station's north exit.,川沿いに個性的な飲食店が立ち並ぶ。,Distinctive restaurants line the riverfront.,店が並ぶ: shops line the street / 飲食店が集まる: restaurants cluster together,Use が with intransitive 立ち並ぶ. 食通り is not an established general word; describe the actual shops or use 飲食店街.
甘口のカレー,あまくちのかれー,amakuchi no karee,mild curry,collocation,Food and Shopping,neutral,甘口 labels a mild or sweet flavor category; の links it to the food or drink classified.,辛い物が苦手なので甘口のカレーを注文した。,I ordered mild curry because I do not handle spicy food well.,子ども用には甘口のカレーを作る。,I make mild curry for the children.,中辛のカレー: medium-hot curry / 辛口のカレー: hot curry,Use の after the noun-like flavor label 甘口. Do not assume 甘い and 甘口 are interchangeable in every product category.
代金を払い戻す,だいきんをはらいもどす,daikin o haraimodosu,to refund a payment,collocation,Food and Shopping,neutral,払い戻す means returning money already paid; the refunded amount or payment takes を.,品切れになったため、店が注文の代金を払い戻した。,The shop refunded the order because the item was out of stock.,返品を受け付けたあとで代金を払い戻します。,We will refund the payment after accepting the return.,代金が払い戻される: the payment is refunded / 返金する: issue a refund,Use を when the seller performs the refund. The customer normally receives it with the passive 払い戻される or 返金される.
納豆をご飯にかける,なっとうをごはんにかける,nattou o gohan ni kakeru,to put natto over rice,collocation,Food and Shopping,neutral,The topping takes を and the base receiving it takes に with かける.,朝は納豆をご飯にかけて食べる。,"In the morning, I put natto over rice and eat it.",刻んだねぎを混ぜた納豆をご飯にかけた。,I put natto mixed with chopped spring onion over rice.,ご飯に卵をかける: put egg over rice / 納豆を混ぜる: stir natto,"Keep the direction clear: topping を, food underneath に. Reversing the particles reverses what is put on what."
揚げ物を控える,あげものをひかえる,agemono o hikaeru,to cut back on fried food,collocation,Food and Shopping,neutral,"Xを控える means deliberately reducing or avoiding X, often for health, cost, or self-restraint.",胃が疲れているので今週は揚げ物を控えている。,"My stomach feels worn out, so I am cutting back on fried food this week.",健康診断の前だけでなく普段から揚げ物を控える。,"I cut back on fried food routinely, not only before health checks.",揚げ物を避ける: avoid fried food / 量を控えめにする: keep the amount modest,Use を for what is reduced. 控えめな揚げ物 would instead describe the food or amount as modest.
仕込みを済ませる,しこみをすませる,shikomi o sumaseru,to finish the advance food preparation,collocation,Food and Shopping,neutral,"仕込み covers advance preparation of ingredients, stock, dough, and other components; 済ませる marks completing it.",店を開ける前に昼の仕込みを済ませる。,We finish the lunch preparation before opening the restaurant.,朝のうちに夕食の仕込みを済ませておいた。,I finished the dinner prep in the morning.,仕込みが済む: the preparation is finished / 下ごしらえをする: prepare ingredients,Use を with transitive 済ませる and が with intransitive 済む.
締めに雑炊を頼む,しめにぞうすいをたのむ,shime ni zousui o tanomu,to order rice porridge to finish the meal,collocation,Food and Shopping,neutral,締めに marks the final dish or action that rounds off a meal or evening; the ordered dish takes を.,鍋を食べたあと、締めに雑炊を頼んだ。,"After the hot pot, we ordered rice porridge to finish the meal.",飲んだあとの締めに雑炊を頼む人もいる。,Some people order rice porridge to finish an evening of drinking.,締めに麺を入れる: add noodles to finish / 最後に雑炊を食べる: eat porridge at the end,Use に to mark the role 'as the finish.' 締めの一品 is a noun phrase meaning the final dish.
好き嫌いなく食べる,すききらいなくたべる,sukikirai naku taberu,to eat without being picky,collocation,Food and Shopping,neutral,好き嫌いなく functions adverbially and means without rejecting foods based on personal likes and dislikes.,子どもには好き嫌いなく食べてほしい。,I want my children to eat without being picky.,彼は野菜も魚も好き嫌いなく食べる。,He eats vegetables and fish without being picky.,何でも食べる: eat anything / 好き嫌いが多い: be a picky eater,"Use なく, not ない, before the verb. Do not use this phrase to dismiss medical or religious dietary needs."
食後に甘味を注文する,しょくごにかんみをちゅうもんする,shokugo ni kanmi o chuumon suru,to order a sweet after the meal,collocation,Food and Shopping,neutral,"食後に marks the timing, while 甘味 is a somewhat traditional or menu-style word for sweets and desserts.",食後にあんみつなどの甘味を注文した。,"After the meal, I ordered a sweet such as anmitsu.",食後に温かいお茶と甘味を注文する。,I order hot tea and a sweet after the meal.,デザートを頼む: order dessert / 食後の甘味: an after-meal sweet,"Use に for time and を for the ordered item. In casual conversation, デザート may sound more natural."
食べ応えがある,たべごたえがある,tabegotae ga aru,to be substantial and satisfying to eat,collocation,Food and Shopping,neutral,"食べ応えがある says a food provides a satisfying sense of substance, often because of amount, texture, or density.",厚い肉が入っていて食べ応えがある。,The thick pieces of meat make it substantial and satisfying.,豆だけの料理でも調理法しだいで食べ応えがある。,Even a bean-only dish can be substantial depending on how it is prepared.,量が多い: be large in quantity / 食べやすい: be easy to eat,Use が with ある. 食べ応えのある is the attributive form before a noun.
コスパがいい,こすぱがいい,kosupa ga ii,to offer good value for money,collocation,Food and Shopping,neutral,コスパ abbreviates cost performance and evaluates value received relative to cost; it is common but informal.,このランチは量も味も満足できてコスパがいい。,This lunch offers good value: both the portion and flavor are satisfying.,長く使える商品は結果的にコスパがいいこともある。,A durable product can turn out to offer good value.,"割安だ: be relatively inexpensive / 費用対効果が高い: be cost-effective, formal",Use が with いい. Avoid コスパ in formal reports when 費用対効果 is more appropriate.
食い倒れを楽しむ,くいだおれをたのしむ,kuidaore o tanoshimu,to enjoy an extravagant food crawl,collocation,Food and Shopping,neutral,"食い倒れ evokes spending freely and eating extensively, especially in the expression 京の着倒れ、大阪の食い倒れ.",大阪では店を何軒も回って食い倒れを楽しんだ。,"In Osaka, we enjoyed an extravagant crawl through several restaurants.",一日かけて商店街の食い倒れを楽しむ計画だ。,We plan to spend the day enjoying a food crawl through the shopping district.,食べ歩きを楽しむ: enjoy trying food at different shops / 食べ過ぎる: eat too much,The term can sound promotional or stereotyped; use 食べ歩き for a neutral description of visiting food spots.
まとめ買いで節約する,まとめがいでせつやくする,matomegai de setsuyaku suru,to save money by buying in bulk,collocation,Food and Shopping,neutral,で marks the means: purchasing several units or a larger quantity at once is used to reduce total cost.,保存できる食品はまとめ買いで節約する。,I save money by buying shelf-stable food in bulk.,日用品をまとめ買いで節約できるか単価を比べた。,I compared unit prices to see whether buying household goods in bulk would save money.,特売で節約する: save through a sale / まとめて買う: buy several things together,Use で for the method. Check unit price and likely consumption before calling a purchase a saving.
値下げを交渉する,ねさげをこうしょうする,nesage o koushou suru,to negotiate a price reduction,collocation,Food and Shopping,neutral,値下げ is a reduction from the stated price; を marks the matter being negotiated.,展示品に傷があったので値下げを交渉した。,"The display item was scratched, so I negotiated a discount.",複数台買う条件で値下げを交渉する。,We negotiate a discount on condition that we buy several units.,価格を交渉する: negotiate the price / 値下げを頼む: ask for a reduction,"Use を for the issue and と for a negotiating counterpart. 打診する is a preliminary feeler, not the negotiation itself."
健康的な食事を心がける,けんこうてきなしょくじをこころがける,kenkouteki na shokuji o kokorogakeru,to make a conscious effort to eat healthily,collocation,Food and Shopping,neutral,Xを心がける means keeping X consciously in mind and trying to practice it regularly.,忙しい時期でも健康的な食事を心がけている。,"Even when work is busy, I make an effort to eat healthily.",外食するときも野菜を含む健康的な食事を心がける。,"Even when eating out, I try to choose a healthy meal that includes vegetables.",栄養のバランスを意識する: be mindful of nutritional balance / 食生活を改善する: improve one's diet,Use を with the practice kept in mind. 心掛ける is also commonly written 心がける.
さっぱりした味,さっぱりしたあじ,sappari shita aji,"a light, clean-tasting flavor",collocation,Food and Shopping,neutral,"With food, さっぱりした describes a clean, refreshing taste with little heaviness or lingering richness.",暑い日は酢の物のさっぱりした味がうれしい。,"On a hot day, the light, clean taste of vinegared food is welcome.",レモンを加えるとさっぱりした味になる。,"Adding lemon gives it a lighter, fresher taste.","あっさりした味: a light, mild flavor / こってりした味: a rich, heavy flavor","Use した before a noun. あっさり overlaps, while さっぱり often adds a refreshing after-feel."
無農薬の米,むのうやくのこめ,munouyaku no kome,rice grown without agricultural chemicals,collocation,Food and Shopping,neutral,無農薬の米 is a general descriptive phrase; の links the production claim to rice.,生産者を確認して無農薬の米を選んだ。,I checked the producer and chose rice grown without agricultural chemicals.,無農薬の米だという説明だけでなく栽培記録も見た。,I looked at the cultivation record rather than relying only on the claim that the rice was pesticide-free.,有機米: organically certified rice / 農薬を減らして作った米: rice grown with reduced pesticide use,Use の after the noun-like modifier. Do not treat 無農薬 and certified 有機 as legally or technically identical.
飲み放題付きのコース,のみほうだいつきのこーす,nomihoudai-tsuki no koosu,a set course that includes unlimited drinks,collocation,Food and Shopping,neutral,X付き means X is included; の connects the resulting modifier to コース.,歓迎会では飲み放題付きのコースを予約した。,"For the welcome party, we booked a set course with unlimited drinks.",人数が多いので飲み放題付きのコースを頼んだ。,"Because our group was large, we ordered a course that included unlimited drinks.",食べ放題のコース: an all-you-can-eat plan / 飲み物別のコース: a course with drinks charged separately,Use the suffix 付き directly after what is included. Check the plan's time limit and included menu.
量が多い,りょうがおおい,ryou ga ooi,for the portion or quantity to be large,collocation,Food and Shopping,neutral,"量が多い evaluates the amount, with が marking the property-bearing noun.",この店の定食は値段のわりに量が多い。,This restaurant's set meals are large for the price.,一人では食べ切れないほど量が多い。,The portion is so large that one person cannot finish it.,量が少ない: the quantity is small / 大盛りにする: order a larger serving,"Use が with 多い. When modifying a noun, Japanese often prefers 量の多い料理 over 多い量の料理."
玄米を食べる,げんまいをたべる,genmai o taberu,to eat brown rice,collocation,Food and Shopping,neutral,玄米 is rice with the bran and germ largely intact; the food consumed takes を.,昼は白米の代わりに玄米を食べている。,"At lunch, I eat brown rice instead of white rice.",玄米を食べるときは水加減と炊き方を変える。,"When I eat brown rice, I adjust the water and cooking method.",白米を食べる: eat white rice / 玄米を炊く: cook brown rice,Use を with 食べる. Any health effect depends on the person's overall diet and circumstances.
値下げを決める,ねさげをきめる,nesage o kimeru,to decide on a price reduction,collocation,Food and Shopping,neutral,値下げを決める focuses on the decision to reduce a price; the item affected can take の or be stated separately.,閉店前に弁当の値下げを決めた。,The shop decided to reduce the price of boxed meals before closing.,売れ残りを減らすため商品の値下げを決めた。,The shop decided to mark products down to reduce unsold stock.,値下げを実施する: implement a price cut / 価格を下げる: lower the price,Use を with transitive 決める. 値下げが決まる is the intransitive counterpart.
物価上昇に拍車をかける,ぶっかじょうしょうにはくしゃをかける,bukka joushou ni hakusha o kakeru,to accelerate rising prices,collocation,Food and Shopping,neutral,Xに拍車をかける means making an existing trend or process advance faster or more intensely.,燃料費の高騰が物価上昇に拍車をかけた。,Soaring fuel costs accelerated the rise in consumer prices.,通貨安が輸入品の物価上昇に拍車をかける可能性がある。,A weaker currency may accelerate price rises for imported goods.,物価上昇を加速させる: accelerate inflation / 値上げが相次ぐ: price increases occur one after another,"The accelerated trend takes に, while 拍車 takes を. Use a simpler 加速させる where the idiom feels too journalistic."
手ごろな価格,てごろなかかく,tegoro na kakaku,"a reasonable, affordable price",collocation,Food and Shopping,neutral,手ごろな価格 presents the amount as manageable and suitable for the buyer's purpose or budget.,手ごろな価格の家電を比較している。,I'm comparing appliances at reasonable prices.,品質と保証を考えて手ごろな価格の商品を選んだ。,"Considering quality and warranty, I chose a reasonably priced product.","手ごろな値段: an affordable price, conversational / 適正な価格: a fair or proper price",Use な because 手ごろ is a na-adjective. 価格 is somewhat more formal than 値段.
食べ歩きを楽しむ,たべあるきをたのしむ,tabearuki o tanoshimu,to enjoy trying food at different places,collocation,Food and Shopping,neutral,"食べ歩き often means visiting multiple shops to try foods, though it can also suggest eating while walking in some contexts.",商店街で名物の食べ歩きを楽しんだ。,I enjoyed sampling local specialties around the shopping street.,市場では店の前で食べてから次へ進み、食べ歩きを楽しんだ。,"At the market, we ate by each stall before moving on and enjoyed sampling the food.",店を食べ歩く: eat one's way around restaurants / 歩きながら食べる: eat while walking,Use を with 楽しむ. Distinguish touring food spots from the literal action of eating while walking.
締めのラーメンを食べる,しめのらーめんをたべる,shime no raamen o taberu,to eat ramen as the final dish after drinking,collocation,Food and Shopping,neutral,"締めのラーメン is a culturally familiar, informal phrase for ramen eaten to round off an evening of drinking.",飲み会のあとに締めのラーメンを食べた。,"After the drinking party, we had ramen as the final dish.",最近は締めのラーメンを食べずに帰ることが多い。,"Lately, I usually go home without having ramen at the end of the night.",締めにラーメンを食べる: have ramen to finish / 締めの一品: the final dish,Use の to make 締め modify ラーメン. に can instead mark its role: 締めにラーメンを食べる.
友達に会う,ともだちにあう,tomodachi ni au,to meet or see a friend,collocation,Relationships,neutral,The person encountered or arranged to meet commonly takes に with 会う.,仕事のあとで久しぶりに友達に会う。,I'm seeing a friend for the first time in a while after work.,旅行中に地元の友達に会った。,I met a local friend while traveling.,"友達と会う: meet with a friend, mutual emphasis / 友達に出会う: encounter or first meet a friend","Use に for the person met. と is also natural when emphasizing a planned, mutual meeting."
友人を家に招く,ゆうじんをいえにまねく,yuujin o ie ni maneku,to invite a friend to one's home,collocation,Relationships,neutral,The invited person takes を and the destination takes に with 招く.,週末に親しい友人を家に招いた。,I invited a close friend to my home at the weekend.,引っ越しが落ち着いたら友人を家に招きたい。,"Once the move settles down, I'd like to invite friends over.",友人を食事に誘う: invite a friend to a meal / 友人が家を訪ねる: a friend visits one's home,"Keep the roles clear: person を, destination or occasion に. 誘う is more conversational for casual outings."
会話を進める,かいわをすすめる,kaiwa o susumeru,to move a conversation forward,collocation,Relationships,neutral,会話を進める means guiding discussion from one point to the next without necessarily controlling it completely.,相手の反応を見ながら会話を進めた。,I moved the conversation along while watching the other person's reactions.,質問だけでなく自分の話もして会話を進める。,"I move the conversation forward by sharing my own thoughts, not only asking questions.",会話が進む: the conversation progresses / 話題を変える: change the subject,Use を with transitive 進める and が with intransitive 進む.
直接会って話す,ちょくせつあってはなす,chokusetsu atte hanasu,to meet and talk in person,collocation,Relationships,neutral,"直接 modifies the linked actions 会って話す and contrasts with phone, text, or an intermediary.",大切なことなので直接会って話したい。,"It is important, so I want to meet and talk in person.",誤解を解くために本人と直接会って話した。,I met and spoke with the person directly to clear up the misunderstanding.,対面で話す: talk face-to-face / 電話で話す: talk by phone,Use the te-form 会って to connect the actions. 直接 is normally adverbial without に here.
話がまとまる,はなしがまとまる,hanashi ga matomaru,for a discussion to reach an agreement,collocation,Relationships,neutral,話がまとまる means the parties arrive at a coherent conclusion or agreement.,条件を確認したあとで話がまとまった。,"After confirming the terms, the discussion ended in agreement.",何度か相談してようやく話がまとまった。,"After several discussions, we finally reached an agreement.",話をまとめる: bring the discussion together / 交渉がまとまる: negotiations conclude successfully,Use が with intransitive まとまる. Use を with まとめる when someone actively organizes or concludes it.
再会を約束する,さいかいをやくそくする,saikai o yakusoku suru,to promise to meet again,collocation,Relationships,neutral,再会を約束する is a compact way to promise another meeting after a separation.,別れ際に来年の再会を約束した。,"As we parted, we promised to meet again next year.",卒業式の日に友人たちと再会を約束した。,"On graduation day, my friends and I promised to meet again.",また会う約束をする: arrange to meet again / 再会を願う: hope to meet again,Use を for what is promised. Add a date or place when it is a concrete arrangement rather than a sentiment.
家族と暮らす,かぞくとくらす,kazoku to kurasu,to live with one's family,collocation,Relationships,neutral,The people sharing a household take と with 暮らす.,今は両親と離れ、姉の家族と暮らしている。,I now live apart from my parents and with my sister's family.,将来は故郷で家族と暮らしたい。,"In the future, I want to live with my family in my hometown.",家族と住む: live with family / 一人で暮らす: live alone,Use と for companions and で for the place. 共に暮らす is more literary or formal.
愛情を受けて育つ,あいじょうをうけてそだつ,aijou o ukete sodatsu,to grow up receiving affection,collocation,Relationships,neutral,愛情を受ける describes receiving care or affection; the te-form links that background to 育つ.,彼は周囲の人から愛情を受けて育った。,He grew up surrounded by affection from the people around him.,祖父母からも愛情を受けて育った。,I also grew up receiving affection from my grandparents.,大切に育てられる: be raised with care / 厳しく育てられる: be raised strictly,Use を for what is received and から for its source. 育つ is intransitive; 育てる names the caregiver's action.
連絡を取り合う,れんらくをとりあう,renraku o toriau,to keep in contact with each other,collocation,Relationships,neutral,取り合う adds reciprocity: the people exchange messages or updates rather than one person contacting the other once.,離れて暮らしていても家族と連絡を取り合っている。,"Even though we live apart, my family and I keep in touch.",災害のあと、友人同士で連絡を取り合った。,"After the disaster, the friends contacted one another.",連絡を取る: contact someone / 連絡を絶つ: cut off contact,"Use を with the fixed phrase. State the other party with と, not に, when emphasizing mutual exchange."
逢瀬を重ねる,おうせをかさねる,ouse o kasaneru,"to meet a romantic partner repeatedly, often in secret",collocation,Relationships,neutral,逢瀬 is a literary word for a lovers' meeting; 重ねる says such meetings occur repeatedly.,物語では二人が人目を避けて逢瀬を重ねる。,"In the story, the two lovers meet repeatedly away from prying eyes.",古い恋愛小説に逢瀬を重ねる男女が描かれている。,An old romance novel depicts a couple meeting in secret again and again.,デートを重ねる: go on a series of dates / 密会を重ねる: hold repeated secret meetings,"Use this expression mainly in literary, historical, or deliberately dramatic contexts."
