#separator:comma
#html:false
#deck:Anime & Casual Japanese
#notetype:Basic
#tags column:3
ギャグ漫画,"gag/comedy manga
ぎゃぐまんが · gyagu manga

ギャグ漫画で息抜きをした。
I took a breather with a gag manga.",anime
ホラー系,"horror genre
ほらーけい · horaakei

ホラー系のアニメは苦手だ。
I'm not good with horror-genre anime.",anime
サスペンス,"suspense genre
さすぺんす · sasupensu

サスペンスの展開にドキドキした。
I was thrilled by the suspense-genre developments.",anime
ミステリー要素,"mystery elements
みすてりーようそ · misuterii youso

ミステリー要素が謎解きを盛り上げる。
The mystery elements enhance the puzzle-solving.",anime
謎解き,"puzzle-solving; mystery-solving
なぞとき · nazotoki

謎解きが楽しい作品だ。
It's a work where the mystery-solving is enjoyable.",anime
真相,"the truth (plot revelation)
しんそう · shinsou

事件の真相が明かされた。
The truth behind the incident was revealed.",anime
どんでん返し,"a plot twist
どんでんがえし · dondengaeshi

最後のどんでん返しに驚いた。
I was surprised by the final plot twist.",anime
予想外の展開,"an unexpected development
よそうがいのてんかい · yosougai no tenkai

予想外の展開に息をのんだ。
I held my breath at the unexpected development.",anime
考察の余地,"room for interpretation/theorizing
こうさつのよち · kousatsu no yochi

考察の余地がある終わり方だった。
It was an ending that left room for interpretation.",anime
結末,"the ending; conclusion
けつまつ · ketsumatsu

衝撃的な結末を迎えた。
It reached a shocking conclusion.",anime
完全新作,"a completely new/original work
かんぜんしんさく · kanzen shinsaku

完全新作のオリジナルアニメだ。
It's a completely new original anime.",anime
続編,"sequel
ぞくへん · zokuhen

続編の制作が決定した。
Production of the sequel was decided.",anime
前日譚,"prequel story
ぜんじつたん · zenjitsutan

前日譚が描かれたスピンオフだ。
It's a spin-off depicting the prequel story.",anime
スピンオフ,"spin-off
すぴんおふ · supinofu

人気キャラのスピンオフが始まった。
A spin-off of the popular character began.",anime
外伝,"a side story (in a larger series)
がいでん · gaiden

外伝で脇役の過去が語られた。
The side character's past was told in the side story.",anime
リメイク,"remake
りめいく · rimeiku

往年の名作のリメイクが発表された。
A remake of the classic masterpiece was announced.",anime
リブート,"reboot
りぶーと · ributo

人気シリーズのリブートが決定した。
A reboot of the popular series was decided.",anime
クロスオーバー,"crossover (between series)
くろすおーばー · kurosuoobaa

夢のクロスオーバー作品が実現した。
A dream crossover work was realized.",anime
コラボ,"collaboration (event/merchandise)
こらぼ · korabo

カフェとのコラボ企画が話題だ。
The collaboration project with the cafe is a hot topic.",anime
限定イベント,"limited-time event
げんていいべんと · gentei ibento

限定イベントに参加した。
I participated in the limited-time event.",anime
周年記念,"anniversary celebration
しゅうねんきねん · shuunen kinen

十周年記念のグッズが発売された。
Tenth-anniversary merchandise was released.",anime
生誕祭,"a character's birthday celebration (fan event)
せいたんさい · seitansai

推しの生誕祭を祝った。
I celebrated my favorite character's birthday.",anime
誕生日イラスト,"birthday tribute illustration
たんじょうびいらすと · tanjoubi irasuto

誕生日イラストを投稿した。
I posted a birthday tribute illustration.",anime
ファンアート,"fan art
ふぁんあーと · fan aato

ファンアートを描いて公開した。
I drew and published fan art.",anime
感想戦,"discussion after watching (impressions exchange)
かんそうせん · kansousen

友人と感想戦をした。
I had a discussion of impressions with my friend.",anime
語彙力,"vocabulary (ability to express oneself)
ごいりょく · goiryoku

感動しすぎて語彙力を失った。
I was so moved I lost the ability to express myself.",anime
最推し,"one's absolute favorite
さいおし · saioshi

最推しキャラのグッズを全部集めた。
I collected all the merchandise of my absolute favorite character.",anime
箱推し,"supporting an entire group (not just one member)
はこおし · hakooshi

箱推しなので全員のグッズを買う。
Since I support the whole group, I buy everyone's merchandise.",anime
神アプデ,"an amazing game update
かみあぷで · kami apude

神アプデで新機能が追加された。
New features were added in the amazing update.",anime
